,tweet_id,text,likes,retweeted,airline,string_text,subjectivity,polarity,sentiment,reason
868,1334413593849184256,"['justice', 'female', 'victim', 'qatarairways', 'incident', 'boycottqatarairways', 'next', 'victim']",1,False,Qatar airways,justice female victim qatarairways incident boycottqatarairways next victim,0.06666666666666668,-0.037500000000000006,Negative,"['victim', 'victim']"
876,1334265605512261634,"['complete', 'guide', 'qatar', 'airway', 'privilege', 'club', 'program', 'point', 'qatarairways', 'loyaltyprogram']",0,False,Qatar airways,complete guide qatar airway privilege club program point qatarairways loyaltyprogram,0.4,0.1,Positive,['complete']
878,1334165428638076928,"['join', 'celebrating', 'qatarairways', 'anniversary', 'flying', 'madrid', 'book', 'enjoy', 'special', 'fare', 'destin']",294,False,Qatar airways,join celebrating qatarairways anniversary flying madrid book enjoy special fare destin,0.5357142857142857,0.37857142857142856,Positive,"['enjoy', 'special']"
879,1334164890014146563,"['qatar', 'airway', 'recently', 'celebrated', 'yearstogo', 'milestone', 'newlyunveiled', 'qatarairways', 'fifa', 'world', 'qatar']",5,False,Qatar airways,qatar airway recently celebrated yearstogo milestone newlyunveiled qatarairways fifa world qatar,0.75,0.35,Positive,['celebrated']
883,1334113251173535748,"['luxury', 'maldives', 'hard', 'rock', 'hotel', 'ultimate', 'luxury', 'getaway', 'includes', 'free', 'speedboat', 'transfe']",0,False,Qatar airways,luxury maldives hard rock hotel ultimate luxury getaway includes free speedboat transfe,0.7805555555555556,0.03611111111111112,Positive,"['hard', 'free']"
885,1334108619147792390,"['great', 'thing', 'ready', 'explored', 'windowwednesday', 'qatarairways', 'carinessaa', 'instagram']",305,False,Qatar airways,great thing ready explored windowwednesday qatarairways carinessaa instagram,0.625,0.5,Positive,"['great', 'ready']"
888,1334094204084097026,"['tailored', 'loyalty', 'program', 'student', 'worldwide', 'excess', 'baggage', 'allowance', 'flexibility', 'travel', 'special', 'fare']",0,False,Qatar airways,tailored loyalty program student worldwide excess baggage allowance flexibility travel special fare,0.5714285714285714,0.35714285714285715,Positive,['special']
889,1334089932936196097,"['tailored', 'loyalty', 'program', 'student', 'worldwide', 'excess', 'baggage', 'allowance', 'flexibility', 'travel', 'special', 'fare']",38,False,Qatar airways,tailored loyalty program student worldwide excess baggage allowance flexibility travel special fare,0.5714285714285714,0.35714285714285715,Positive,['special']
892,1334034650268921857,"['good', 'morning', 'doha', 'qatar', 'dohaqatar', 'qatarinstagram', 'qatari', 'qatarlife', 'qatarliving', 'qatarairways', 'dohalife']",0,False,Qatar airways,good morning doha qatar dohaqatar qatarinstagram qatari qatarlife qatarliving qatarairways dohalife,0.6000000000000001,0.7,Positive,['good']
896,1333819329956069376,"['destination', 'flight', 'resumption', 'restoring', 'confidence', 'safe', 'travel', 'today', 'qatarairways', 'flying']",0,False,Qatar airways,destination flight resumption restoring confidence safe travel today qatarairways flying,0.5,0.5,Positive,['safe']
897,1333817717116309508,"['seafarer', 'enjoy', 'international', 'selection', 'food', 'drink', 'highspeed', 'wifi', 'exclusive']",4,False,Qatar airways,seafarer enjoy international selection food drink highspeed wifi exclusive,0.25,0.2,Positive,['enjoy']
898,1333814978357366788,"['tough', 'negotiatorswe', 'take', 'time', 'negotiate', 'qatarairways', 'akbar', 'told', 'reporter', 'doha', 'last', 'year']",0,False,Qatar airways,tough negotiatorswe take time negotiate qatarairways akbar told reporter doha last year,0.45,-0.19444444444444445,Negative,['tough']
899,1333793100867596296,"['tough', 'negotiatorswe', 'take', 'time', 'negotiate', 'qatarairways', 'akbar', 'told', 'reporter', 'doha']",3,False,Qatar airways,tough negotiatorswe take time negotiate qatarairways akbar told reporter doha,0.8333333333333334,-0.3888888888888889,Negative,['tough']
902,1333786959370543105,"['little', 'dotes', 'flew', 'meet', 'family', 'safe', 'nearly', 'kept', 'little', 'fella']",0,False,Qatar airways,little dotes flew meet family safe nearly kept little fella,0.475,0.05625,Positive,"['little', 'safe', 'nearly', 'little']"
903,1333783452357804034,"['oscar', 'monty', 'flew', 'melbourne', 'australia', 'long', 'awaiting', 'family', 'completed']",0,False,Qatar airways,oscar monty flew melbourne australia long awaiting family completed,0.4,-0.05,Negative,['long']
908,1336951814604861440,"['flydubai', 'becomes', 'first', 'uaebased', 'airline', 'offer', 'direct', 'flight', 'grozny', 'capital', 'chechen', 'republic']",0,False,fly Dubai,flydubai becomes first uaebased airline offer direct flight grozny capital chechen republic,0.3666666666666667,0.175,Positive,"['first', 'direct']"
910,1336946254861971457,"['flydubai', 'becomes', 'first', 'uaebased', 'airline', 'offer', 'direct', 'flight', 'grozny', 'capital', 'chechen', 'republi']",10,False,fly Dubai,flydubai becomes first uaebased airline offer direct flight grozny capital chechen republi,0.3666666666666667,0.175,Positive,"['first', 'direct']"
911,1336913317844103169,"['someone', 'actually', 'respond', 'help', 'silence', 'mode', 'ignore', 'fail']",0,False,fly Dubai,someone actually respond help silence mode ignore fail,0.2,-0.25,Negative,['fail']
912,1336903150427639811,"['forsan', 'flydubai', 'today', 'announces', 'start', 'flight', 'grozny', 'capital', 'chechnya', 'russia', 'making', 'first', 'carrier']",0,False,fly Dubai,forsan flydubai today announces start flight grozny capital chechnya russia making first carrier,0.3333333333333333,0.25,Positive,['first']
913,1336777760476454912,"['flydubai', 'today', 'announces', 'start', 'flight', 'grozny', 'capital', 'chechnya', 'russia', 'making', 'first']",2,False,fly Dubai,flydubai today announces start flight grozny capital chechnya russia making first,0.3333333333333333,0.25,Positive,['first']
916,1336419451126902784,"['first', 'flight', 'emirati', 'carrier', 'flydubai', 'flight', 'arrive', 'israel']",0,False,fly Dubai,first flight emirati carrier flydubai flight arrive israel,0.3333333333333333,0.25,Positive,['first']
917,1336419269588946946,"['first', 'flight', 'emirati', 'carrier', 'flydubai', 'flight', 'arrive', 'israel']",1,False,fly Dubai,first flight emirati carrier flydubai flight arrive israel,0.3333333333333333,0.25,Positive,['first']
919,1336311604691001345,"['offering', 'free', 'travel', 'insurance', 'booking', 'call', 'center', 'idea', 'obtain', 'certifi']",0,False,fly Dubai,offering free travel insurance booking call center idea obtain certifi,0.45,0.15000000000000002,Positive,"['free', 'center']"
923,1336132291303653377,"['welcome', 'back', 'dubai', 'follow', 'rightvowstestimonials', 'linkedin', 'visit']",0,False,fly Dubai,welcome back dubai follow rightvowstestimonials linkedin visit,0.45,0.4,Positive,['welcome']
927,1335551724916977665,"['happened', 'waited', 'post', 'social', 'medium', 'want', 'post', 'influenced']",0,False,fly Dubai,happened waited post social medium want post influenced,0.06666666666666668,0.03333333333333333,Positive,['social']
928,1335551001424785408,"['covid', 'restriction', 'imagine', 'difficulty', 'lady', 'mess']",0,False,fly Dubai,covid restriction imagine difficulty lady mess,0.175,-0.175,Negative,['mess']
929,1335550567821815809,"['disappointed', 'flydubai', 'service', 'rescheduled', 'care', 'inform', 'passenger']",0,False,fly Dubai,disappointed flydubai service rescheduled care inform passenger,0.75,-0.75,Negative,['disappointed']
939,1334132006641311750,"['water', 'salute', 'landed', 'aviv', 'gurion', 'international', 'airport', 'first', 'scheduled', 'commercial', 'flight', 'operat']",3,False,fly Dubai,water salute landed aviv gurion international airport first scheduled commercial flight operat,0.1111111111111111,0.08333333333333333,Positive,['first']
941,1337165708698873856,"['british', 'airway', 'boeing', 'gbygc', 'boac', 'retro', 'livery', 'watch', 'full', 'length']",0,False,British airways,british airway boeing gbygc boac retro livery watch full length,0.275,0.175,Positive,['full']
943,1337141724167073792,"['double', 'combo', 'afternoon', 'amazing', 'livery', 'amazing', 'light', 'perfect', 'airbus']",0,False,British airways,double combo afternoon amazing livery amazing light perfect airbus,0.7,0.52,Positive,"['amazing', 'amazing', 'light', 'perfect']"
944,1337141669334900736,"['winter', 'light', 'coming', 'back', 'test', 'flight', 'today', 'airbus', 'britishairways', 'ugandaairlines', 'azul']",0,False,British airways,winter light coming back test flight today airbus britishairways ugandaairlines azul,0.35,0.2,Positive,['light']
945,1337130742816657408,"['arriving', 'long', 'sundown', 'heathrow', 'airway', 'gviim', 'avgeek', 'aviation', 'boeing']",0,False,British airways,arriving long sundown heathrow airway gviim avgeek aviation boeing,0.4,-0.05,Negative,['long']
947,1337084800063033344,"['british', 'airway', 'boeing', 'gbygc', 'boac', 'retro', 'livery', 'watch', 'full', 'length']",23,False,British airways,british airway boeing gbygc boac retro livery watch full length,0.275,0.175,Positive,['full']
949,1337078779294994432,"['airway', 'impossible', 'make', 'change', 'customer', 'service', 'called', 'time', 'sent', 'passpor']",0,False,British airways,airway impossible make change customer service called time sent passpor,1.0,-0.6666666666666666,Negative,['impossible']
950,1337076227404914690,"['research', 'prof', 'airline', 'give', 'fearful', 'flier', 'useless', 'advice', 'travel', 'britishairways', 'ttot']",0,False,British airways,research prof airline give fearful flier useless advice travel britishairways ttot,0.6,-0.7,Negative,"['fearful', 'useless']"
951,1337074621930205186,"['research', 'prof', 'airline', 'give', 'fearful', 'flier', 'useless', 'advice', 'travel', 'britishairways', 'ttot']",0,False,British airways,research prof airline give fearful flier useless advice travel britishairways ttot,0.6,-0.7,Negative,"['fearful', 'useless']"
954,1337059598545674242,"['britishairways', 'using', 'current', 'crisis', 'screw', 'loyal', 'customer', 'excessive', 'cost', 'flight']",0,False,British airways,britishairways using current crisis screw loyal customer excessive cost flight,0.7444444444444445,0.027777777777777773,Positive,"['loyal', 'excessive']"
955,1337058733076205568,"['british', 'airway', 'flying', 'week', 'flight', 'straight', 'back', 'lockdown', 'long']",0,False,British airways,british airway flying week flight straight back lockdown long,0.2,0.037500000000000006,Positive,"['straight', 'long']"
956,1337056309515071488,"['british', 'airway', 'flying', 'week', 'flight', 'straight', 'back', 'lockdown']",1,False,British airways,british airway flying week flight straight back lockdown,0.13333333333333333,0.06666666666666668,Positive,['straight']
959,1337027977872289795,"['yesterday', 'flight', 'londonheathrow', 'lisbon', 'suffered', 'long', 'delay', 'delayed', 'britishairways']",0,False,British airways,yesterday flight londonheathrow lisbon suffered long delay delayed britishairways,0.4,-0.05,Negative,['long']
960,1337026813156085761,"['research', 'prof', 'airline', 'give', 'fearful', 'flier', 'useless', 'advice', 'travel', 'britishairways', 'ttot']",0,False,British airways,research prof airline give fearful flier useless advice travel britishairways ttot,0.6,-0.7,Negative,"['fearful', 'useless']"
963,1336998813563752449,"['yesterday', 'flight', 'londonheathrow', 'lisbon', 'suffered', 'long', 'delay', 'delayed']",0,False,British airways,yesterday flight londonheathrow lisbon suffered long delay delayed,0.4,-0.05,Negative,['long']
967,1336966770914017280,"['youngest', 'ever', 'flight', 'attendant', 'follow', 'airworld', 'airworldlucknow', 'aviationworld']",0,False,British airways,youngest ever flight attendant follow airworld airworldlucknow aviationworld,0.4,0.2,Positive,['attendant']
968,1336924970845409280,"['many', 'year', 'worked', 'long', 'hour', 'britishairways', 'dangerous', 'time', 'driving', 'home', 'endangering']",0,False,British airways,many year worked long hour britishairways dangerous time driving home endangering,0.6,-0.04999999999999999,Negative,"['many', 'long', 'dangerous']"
971,1336787455522054145,"['britishairways', 'whatabuy', 'broken', 'smashed', 'delayed', 'incorrect', 'crockery', 'plate', 'thread']",0,False,British airways,britishairways whatabuy broken smashed delayed incorrect crockery plate thread,0.4,-0.4,Negative,['broken']
977,1336747476804628481,"['arriving', 'long', 'sundown', 'heathrow', 'airway', 'gviim', 'avgeek']",100,False,British airways,arriving long sundown heathrow airway gviim avgeek,0.4,-0.05,Negative,['long']
978,1336724351933100034,"['airway', 'business', 'passenger', 'denied', 'access', 'lounge', 'larnaca', 'apparently']",0,False,British airways,airway business passenger denied access lounge larnaca apparently,0.35,0.05,Positive,['apparently']
979,1336715704683405313,"['great', 'news', 'thanks', 'britishairways']",0,False,British airways,great news thanks britishairways,0.475,0.5,Positive,"['great', 'thanks']"
982,1336700028396638211,"['britishairways', 'whatabuy', 'broken', 'smashed', 'delayed', 'incorrect', 'crockery', 'plate', 'thread']",4,False,British airways,britishairways whatabuy broken smashed delayed incorrect crockery plate thread,0.4,-0.4,Negative,['broken']
984,1336683386363125764,"['airway', 'exciting', 'news', 'britishairways', 'flight', 'southamptonairport', 'next', 'summer']",1,False,British airways,airway exciting news britishairways flight southamptonairport next summer,0.4,0.15,Positive,['exciting']
987,1336668501692588033,"['great', 'news', 'southampton', 'area', 'reason', 'join', 'fitwel', 'building', 'southampton']",0,False,British airways,great news southampton area reason join fitwel building southampton,0.75,0.8,Positive,['great']
988,1336666853763141635,"['british', 'airway', 'fifth', 'gzble', 'fresh', 'paint', 'boeing', 'south', 'carolina', 'britishairways', 'aviation', 'plane']",0,False,British airways,british airway fifth gzble fresh paint boeing south carolina britishairways aviation plane,0.25,0.15,Positive,['fresh']
989,1336665972548251649,"['great', 'news', 'southampton', 'area', 'reason', 'join', 'fitwel', 'building']",1,False,British airways,great news southampton area reason join fitwel building,0.75,0.8,Positive,['great']
990,1336663703194923011,"['fantastic', 'news', 'airport', 'great', 'asset', 'future', 'area', 'britishairways', 'jonathanrees']",0,False,British airways,fantastic news airport great asset future area britishairways jonathanrees,0.5916666666666667,0.4000000000000001,Positive,"['fantastic', 'great']"
991,1336657625732292609,"['britishairways', 'cargo', 'worker', 'vote', 'overwhelmingly', 'strike', 'action', 'fire', 'rehire', 'dispute', 'level', 'cargo']",0,False,British airways,britishairways cargo worker vote overwhelmingly strike action fire rehire dispute level cargo,0.55,0.3,Positive,"['overwhelmingly', 'action']"
992,1336654876902821892,"['glad', 'sister', 'airline', 'british', 'airway', 'operated', 'comair', 'alongside']",0,False,British airways,glad sister airline british airway operated comair alongside,0.5,0.25,Positive,['glad']
993,1336652669776261121,"['still', 'dont', 'math', 'behind', 'pricing', 'model', 'airway', 'upgrade', 'business', 'cheaper', 'upgrad']",0,False,British airways,still dont math behind pricing model airway upgrade business cheaper upgrad,0.7,-0.4,Negative,['behind']
994,1336644095670964227,"['return', 'revived', 'base', 'european', 'flight', 'southamptonjobs', 'southampton']",1,False,British airways,return revived base european flight southamptonjobs southampton,0.5,-0.4,Negative,['base']
996,1336633588033449985,"['british', 'airway', 'connect', 'southampton', 'popular', 'holiday', 'destination', 'britishairways', 'frontpage']",1,False,British airways,british airway connect southampton popular holiday destination britishairways frontpage,0.45,0.3,Positive,['popular']
997,1336622833993134080,"['britishairways', 'cargo', 'worker', 'vote', 'overwhelmingly', 'strike', 'action', 'fire', 'rehire', 'dispute', 'level', 'cargo']",9,False,British airways,britishairways cargo worker vote overwhelmingly strike action fire rehire dispute level cargo,0.55,0.3,Positive,"['overwhelmingly', 'action']"
1002,1336605171649024000,"['britishairways', 'flight', 'going', 'chennai', 'airport', 'timeline', 'testing', 'negative']",0,False,British airways,britishairways flight going chennai airport timeline testing negative,0.4,-0.3,Negative,['negative']
1005,1336528512648437760,"['glad', 'sister', 'airline', 'british', 'airway', 'operated', 'comair', 'alongside']",15,False,British airways,glad sister airline british airway operated comair alongside,0.5,0.25,Positive,['glad']
1009,1336484376285245441,"['also', 'woman', 'post', 'adult', 'content', 'multiple', 'platform', 'airway', 'uniform', 'logo', 'including', 'insi']",0,False,British airways,also woman post adult content multiple platform airway uniform logo including insi,0.15,0.05,Positive,['adult']
1010,1336468637402722304,"['inspired', 'stranded', 'singer', 'heartwarming', 'christmas', 'song', 'britishairways', 'promise', 'first', 'fligh']",0,False,British airways,inspired stranded singer heartwarming christmas song britishairways promise first fligh,0.3333333333333333,0.25,Positive,['first']
1011,1336419862390992899,"['british', 'airway', 'fifth', 'gzble', 'fresh', 'paint', 'boeing', 'south', 'carolina', 'britishairways', 'aviation']",63,False,British airways,british airway fifth gzble fresh paint boeing south carolina britishairways aviation,0.25,0.15,Positive,['fresh']
1013,1336386948827648000,"['perfect', 'christmas', 'gift', 'avgeek', 'boac', 'britishairways', 'boeing', 'jumbojet', 'queenoftheskies', 'avgeeks']",0,False,British airways,perfect christmas gift avgeek boac britishairways boeing jumbojet queenoftheskies avgeeks,1.0,1.0,Positive,['perfect']
1014,1336378217352015873,"['exclusive', 'dubai', 'offer', 'goldmedal', 'britishairways', 'night', 'habtoor', 'grand', 'resort', 'autograph']",0,False,British airways,exclusive dubai offer goldmedal britishairways night habtoor grand resort autograph,1.0,0.5,Positive,['grand']
1015,1336350633348263936,"['remember', 'britishairways', 'dropped', 'unionjack', 'repainted', 'entire', 'fleet', 'tailfin', 'random', 'ethnic']",3,False,British airways,remember britishairways dropped unionjack repainted entire fleet tailfin random ethnic,0.5625,-0.25,Negative,['random']
1017,1336338546689409024,"['first', 'post', 'lockdown', 'flight', 'aneo', 'britishairways', 'avgeek', 'avgeeks']",0,False,British airways,first post lockdown flight aneo britishairways avgeek avgeeks,0.3333333333333333,0.25,Positive,['first']
1018,1336338475214229510,"['throwback', 'lucky', 'visit', 'destination', 'week', 'norwegi']",0,False,British airways,throwback lucky visit destination week norwegi,0.8333333333333334,0.3333333333333333,Positive,['lucky']
1022,1336306848241217543,"['memory', 'live', 'forever', 'last', 'flight', 'landor', 'gbnly', 'dfwlhr', 'august', 'havent', 'flown']",0,False,British airways,memory live forever last flight landor gbnly dfwlhr august havent flown,0.2833333333333333,0.06818181818181818,Positive,['live']
1023,1336303495251681283,"['yesterday', 'british', 'airway', 'flight', 'delayed', 'long', 'time', 'flight', 'london', 'heathrow', 'lisbon']",0,False,British airways,yesterday british airway flight delayed long time flight london heathrow lisbon,0.2,-0.025,Negative,['long']
1026,1336273240835108866,"['asquith', 'airway', 'first', 'class', 'flight', 'giveaway', 'youtube', 'hilarious', 'youtube', 'serie']",5,False,British airways,asquith airway first class flight giveaway youtube hilarious youtube serie,0.6666666666666666,0.375,Positive,"['first', 'hilarious']"
1027,1336266771117056003,"['speedbird', 'calendar', 'beautiful', 'speedbirdtv', 'welovebritishairways', 'britishairways', 'scapegoat', 'hill']",0,False,British airways,speedbird calendar beautiful speedbirdtv welovebritishairways britishairways scapegoat hill,1.0,0.85,Positive,['beautiful']
1028,1336252236788342785,"['airway', 'sorry', 'despair', 'traveling', 'family']",0,False,British airways,airway sorry despair traveling family,1.0,-0.5,Negative,['sorry']
1031,1336239645953306626,"['yesterday', 'british', 'airway', 'flight', 'delayed', 'long', 'time', 'flight', 'london', 'heathrow', 'lisbo']",1,False,British airways,yesterday british airway flight delayed long time flight london heathrow lisbo,0.2,-0.025,Negative,['long']
1032,1336213573392080902,"['supposedly', 'broken', 'disembarkation', 'gate', 'sponsored', 'hsbc', 'thanks', 'britishairways', 'second', 'hour', 'stuck']",0,False,British airways,supposedly broken disembarkation gate sponsored hsbc thanks britishairways second hour stuck,0.20000000000000004,-0.06666666666666668,Negative,"['broken', 'thanks']"
1033,1336212882988609536,"['supposedly', 'broken', 'disembarkation', 'gate', 'sponsored', 'hsbc', 'thanks', 'britishairways', 'second', 'hour']",1,False,British airways,supposedly broken disembarkation gate sponsored hsbc thanks britishairways second hour,0.20000000000000004,-0.06666666666666668,Negative,"['broken', 'thanks']"
1034,1336209818722447360,"['arrived', 'terminal', 'almost', 'hour', 'tunnel', 'step', 'told', 'broken', 'cant', 'even']",0,False,British airways,arrived terminal almost hour tunnel step told broken cant even,0.4,-0.4,Negative,['broken']
1035,1336180715919044613,"['news', 'tlfl', 'technical', 'issue', 'newly', 'reopened', 'lounge', 'offering', 'emirate', 'free', 'hotel', 'night', 'iceland', 'allow', 'quara']",0,False,British airways,news tlfl technical issue newly reopened lounge offering emirate free hotel night iceland allow quara,0.4515151515151515,0.1787878787878788,Positive,"['newly', 'free']"
1037,1336065844657479681,"['express', 'latest', 'flight', 'update', 'britishairways', 'easyjet', 'ryanair', 'holiday', 'resume']",0,False,British airways,express latest flight update britishairways easyjet ryanair holiday resume,0.9,0.5,Positive,['latest']
1038,1336064189492649984,"['latest', 'flight', 'update', 'britishairways', 'easyjet', 'ryanair', 'holiday', 'resume']",1,False,British airways,latest flight update britishairways easyjet ryanair holiday resume,0.9,0.5,Positive,['latest']
1040,1336039362815995908,"['spectacular', 'sound', 'coming', 'rollsroyce', 'trent', 'engine', 'britishairways', 'airbus', 'taking']",0,False,British airways,spectacular sound coming rollsroyce trent engine britishairways airbus taking,0.65,0.5,Positive,"['spectacular', 'sound']"
1042,1336021448209600513,"['inspired', 'stranded', 'singer', 'heartwarming', 'christmas', 'song', 'british', 'airway', 'promise', 'first', 'flight']",1,False,British airways,inspired stranded singer heartwarming christmas song british airway promise first flight,0.16666666666666666,0.125,Positive,['first']
1044,1336018891298893825,"['latest', 'flight', 'update', 'britishairways', 'easyjet', 'ryanair', 'holiday', 'resume']",3,False,British airways,latest flight update britishairways easyjet ryanair holiday resume,0.9,0.5,Positive,['latest']
1050,1335953948893728769,"['express', 'latest', 'flight', 'update', 'britishairways', 'easyjet', 'ryanair', 'holiday', 'resume']",0,False,British airways,express latest flight update britishairways easyjet ryanair holiday resume,0.9,0.5,Positive,['latest']
1051,1335953708581056513,"['latest', 'flight', 'update', 'britishairways', 'easyjet', 'ryanair', 'holiday', 'resume']",4,False,British airways,latest flight update britishairways easyjet ryanair holiday resume,0.9,0.5,Positive,['latest']
1056,1335945516019027973,"['airway', 'whilst', 'appreciate', 'receiving', 'latest', 'copy', 'high', 'life', 'magazine', 'post', 'rather']",0,False,British airways,airway whilst appreciate receiving latest copy high life magazine post rather,0.72,0.33,Positive,"['latest', 'high']"
1058,1335927589941239813,"['beautiful', 'love', 'livery', 'concorde', 'britishairways']",0,False,British airways,beautiful love livery concorde britishairways,0.8,0.675,Positive,"['beautiful', 'love']"
1061,1335901875531558912,"['today', 'civilaviationday', 'unrecognised', 'celebrating', 'history', 'science', 'success']",0,False,British airways,today civilaviationday unrecognised celebrating history science success,0.0,0.3,Positive,['success']
1062,1335900500773003264,"['airway', 'usual', 'shampt', 'show', 'refund', 'requested', 'still', 'nothing', 'multiple', 'call', 'still', 'refund', 'took']",0,False,British airways,airway usual shampt show refund requested still nothing multiple call still refund took,0.125,-0.125,Negative,['usual']
1063,1335898237660770306,"['airway', 'usual', 'shampt', 'show', 'refund', 'requested', 'still', 'nothing', 'multiple', 'call', 'still', 'refund']",2,False,British airways,airway usual shampt show refund requested still nothing multiple call still refund,0.125,-0.125,Negative,['usual']
1071,1335827506209968129,"['britishairways', 'corona', 'time', 'fleecing', 'customer', 'fine', 'print', 'offering', 'voucher', 'cancellation', 'even']",0,False,British airways,britishairways corona time fleecing customer fine print offering voucher cancellation even,0.5,0.4166666666666667,Positive,['fine']
1072,1335817954584195072,"['news', 'tlfl', 'technical', 'issue', 'newly', 'reopened', 'lounge', 'offering', 'emirate', 'free', 'hotel', 'night', 'iceland', 'allow']",3,False,British airways,news tlfl technical issue newly reopened lounge offering emirate free hotel night iceland allow,0.4515151515151515,0.1787878787878788,Positive,"['newly', 'free']"
1073,1335719251500404737,"['need', 'negative', 'covid', 'test', 'citizen', 'traveling', 'bangaloreheathrownew', 'york', 'britishairways']",0,False,British airways,need negative covid test citizen traveling bangaloreheathrownew york britishairways,0.4,-0.3,Negative,['negative']
1074,1335715371526066176,"['talk', 'covid', 'social', 'distancing', 'land', 'britishairways', 'flight', 'abuja', 'fully', 'loaded']",1,False,British airways,talk covid social distancing land britishairways flight abuja fully loaded,0.06666666666666668,0.03333333333333333,Positive,['social']
1075,1335690858931347462,"['large', 'aeroplane', 'cake', 'weekend', 'aeroplane', 'aeroplane', 'aeroplanecake', 'britishairways', 'planespotting', 'planespott']",0,False,British airways,large aeroplane cake weekend aeroplane aeroplane aeroplanecake britishairways planespotting planespott,0.42857142857142855,0.21428571428571427,Positive,['large']
1076,1335690617834401802,"['large', 'aeroplane', 'cake', 'weekend', 'aeroplane', 'aeroplane', 'aeroplanecake', 'britishairways', 'planespotting']",1,False,British airways,large aeroplane cake weekend aeroplane aeroplane aeroplanecake britishairways planespotting,0.42857142857142855,0.21428571428571427,Positive,['large']
1078,1335661402955141122,"['beautiful', 'love', 'livery', 'concorde', 'britishairways']",112,False,British airways,beautiful love livery concorde britishairways,0.8,0.675,Positive,"['beautiful', 'love']"
1080,1335627742210121729,"['first', 'ever', 'takeoff', 'aneo', 'avgeek', 'avgeeks', 'britishairways']",6,False,British airways,first ever takeoff aneo avgeek avgeeks britishairways,0.3333333333333333,0.25,Positive,['first']
1100,1335588482337660929,"['calling', 'britishairways', 'since', 'august', 'refund', 'full', 'time', 'call']",0,False,British airways,calling britishairways since august refund full time call,0.55,0.35,Positive,['full']
1118,1335578670602268678,"['caught', 'glided', 'past', 'bath', 'landor', 'retirement', 'home', 'rest', 'well', 'friend']",0,False,British airways,caught glided past bath landor retirement home rest well friend,0.25,-0.25,Negative,['past']
1119,1335537171151933441,"['airway', 'promising', 'refund', 'time', 'since', 'august', 'britishairways', 'ignoring', 'using']",0,False,British airways,airway promising refund time since august britishairways ignoring using,0.5,0.2,Positive,['promising']
1121,1335536871519219712,"['britishairways', 'want', 'refund', 'stop', 'telling', 'escalating', 'case', 'since', 'august', 'stupid']",0,False,British airways,britishairways want refund stop telling escalating case since august stupid,1.0,-0.7999999999999999,Negative,['stupid']
1122,1335533986823729155,"['disappointing', 'service', 'trying', 'change', 'business', 'class', 'flight', 'thought', 'supposed', 'making']",0,False,British airways,disappointing service trying change business class flight thought supposed making,0.7,-0.6,Negative,['disappointing']
1123,1335532074762178560,"['airway', 'promising', 'refund', 'time', 'since', 'august', 'britishairways', 'ignoring']",2,False,British airways,airway promising refund time since august britishairways ignoring,0.5,0.2,Positive,['promising']
1126,1335501719208419328,"['flight', 'jersey', 'flight', 'leaving', 'jersey', 'morning', 'baggage', 'loaded', 'apparent']",0,False,British airways,flight jersey flight leaving jersey morning baggage loaded apparent,0.35,0.05,Positive,['apparent']
1127,1335430093938847746,"['great', 'experience', 'flying', 'gymmk', 'britishairways', 'converted', 'freighter', 'aircraft']",0,False,British airways,great experience flying gymmk britishairways converted freighter aircraft,0.75,0.8,Positive,['great']
1128,1335408132734980097,"['memory', 'live', 'forever', 'last', 'flight', 'landor', 'gbnly', 'dfwlhr', 'august', 'havent', 'flown']",16,False,British airways,memory live forever last flight landor gbnly dfwlhr august havent flown,0.2833333333333333,0.06818181818181818,Positive,['live']
1131,1335336785287786500,"['airway', 'tbuy', 'beautiful', 'saucer', 'inflight', 'onboard', 'britishairways']",0,False,British airways,airway tbuy beautiful saucer inflight onboard britishairways,1.0,0.85,Positive,['beautiful']
1134,1335298569629290500,"['beautiful', 'bird', 'took', 'last', 'flight', 'today', 'aviation', 'aviationphotography', 'boeing', 'britishairways', 'photo']",1,False,British airways,beautiful bird took last flight today aviation aviationphotography boeing britishairways photo,0.5333333333333333,0.425,Positive,['beautiful']
1151,1335241508405063683,"['first', 'post', 'lockdown', 'flight', 'aneo', 'britishairways', 'avgeek', 'avgeeks']",48,False,British airways,first post lockdown flight aneo britishairways avgeek avgeeks,0.3333333333333333,0.25,Positive,['first']
1159,1335223230240595968,"['caught', 'glided', 'past', 'bath', 'landor', 'retirement', 'home', 'rest', 'well', 'friend']",385,False,British airways,caught glided past bath landor retirement home rest well friend,0.25,-0.25,Negative,['past']
1161,1335221921751949313,"['luckily', 'caught', 'landor', 'overhead', 'last', 'flight', 'britishairways']",1,False,British airways,luckily caught landor overhead last flight britishairways,0.45,0.16666666666666666,Positive,['luckily']
1164,1335214149224325120,"['dunsfold', 'park', 'afternoon', 'waiting', 'arrival', 'airway', 'gbnly', 'runway', 'light']",14,False,British airways,dunsfold park afternoon waiting arrival airway gbnly runway light,0.7,0.4,Positive,['light']
1166,1335203974337748996,"['great', 'experience', 'flying', 'gymmk', 'britishairways', 'converted', 'freighter', 'aircraft']",431,False,British airways,great experience flying gymmk britishairways converted freighter aircraft,0.75,0.8,Positive,['great']
1168,1335199147889205249,"['airway', 'britishairways', 'little', 'girl', 'undergoing', 'surgery', 'without', 'mummy', 'side']",0,False,British airways,airway britishairways little girl undergoing surgery without mummy side,0.5,-0.1875,Negative,['little']
